IDTournament|Year|Duration|Timestamp|Draw|Indoor|Surface|TournamentPrize|IDPlayer|IDOpponent|Win|RoundNumber|TournamentStart|TournamentEnd|Scores|WinnerScores|LoserScores|TieBreakScores|Retirement|Aces|BreakPointsConverted|BreakPointsConvertedTotal|BreakPointsSaved|BreakPointsSavedTotal|DoubleFaults|FirstServe|FirstServePointsWon|FirstServePointsWonTotal|FirstServeReturnPointsWon|FirstServeReturnPointsWonTotal|FirstServeTotal|ReturnGamesPlayed|SecondServePointsWon|SecondServePointsWonTotal|SecondServeReturnPointsWon|SecondServeReturnPointsWonTotal|ServiceGamesPlayed|TotalPointsWon|TotalPointsWonTotal|TotalReturnPointsWon|TotalReturnPointsWonTotal|TotalServicePointsWon|TotalServicePointsWonTotal|p|r|t|y
53|2013|136|13810968003|64|0|Hard|$3849445|144|186|0|3|07.10.2013|13.10.2013|['4', '6', '6']|['6', '3', '7']|['4', '6', '6']|['-1', '-1', '5']|0|21|2|3|9|11|3|80|56|80|8|43|120|15|21|40|13|39|16|98|202|21|82|77|120|W367|3|5014|2013
53|2013|122|13810968003|64|0|Hard|$3849445|137|118|1|3|07.10.2013|13.10.2013|['7', '3', '6']|['7', '3', '6']|['6', '6', '3']|['1', '-1', '-1']|0|20|1|3|3|4|1|63|52|63|12|57|92|15|15|29|11|27|15|90|176|23|84|67|92|R975|3|5014|2013
53|2013|122|13810968003|64|0|Hard|$3849445|118|137|0|3|07.10.2013|13.10.2013|['6', '6', '3']|['7', '3', '6']|['6', '6', '3']|['1', '-1', '-1']|0|9|1|4|2|3|2|57|45|57|11|63|84|15|16|27|14|29|15|86|176|25|92|61|84|R975|3|5014|2013
53|2013|82|13810968003|64|0|Hard|$3849445|256|33|1|3|07.10.2013|13.10.2013|['6', '7']|['6', '7']|['4', '6']|['-1', '4']|0|6|1|3|0|0|0|39|36|39|16|53|55|11|14|16|3|15|11|69|123|19|68|50|55|B884|3|5014|2013
53|2013|82|13810968003|64|0|Hard|$3849445|33|256|0|3|07.10.2013|13.10.2013|['4', '6']|['6', '7']|['4', '6']|['-1', '4']|0|12|0|0|2|3|0|53|37|53|3|39|68|11|12|15|2|16|11|54|123|5|55|49|68|B884|3|5014|2013
53|2013|59|13810968003|64|0|Hard|$3849445|179|283|1|3|07.10.2013|13.10.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|9|3|5|0|0|1|40|33|40|6|24|48|8|4|8|10|17|9|53|89|16|41|37|48|N409|3|5014|2013
53|2013|59|13810968003|64|0|Hard|$3849445|283|179|0|3|07.10.2013|13.10.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|7|0|0|2|5|2|24|18|24|7|40|41|9|7|17|4|8|8|36|89|11|48|25|41|N409|3|5014|2013
53|2013|70|13810968004|64|0|Hard|$3849445|245|63|1|4|07.10.2013|13.10.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|5|3|6|0|0|0|34|27|34|19|46|47|9|10|13|10|19|9|66|112|29|65|37|47|D643|4|5014|2013
53|2013|70|13810968004|64|0|Hard|$3849445|63|245|0|4|07.10.2013|13.10.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|3|0|0|3|6|2|46|27|46|7|34|65|9|9|19|3|13|9|46|112|10|47|36|65|D643|4|5014|2013
53|2013|129|13810968004|64|0|Hard|$3849445|215|143|1|4|07.10.2013|13.10.2013|['6', '6', '6']|['6', '6', '6']|['4', '7', '3']|['-1', '5', '-1']|0|15|3|10|4|5|5|61|49|61|21|73|104|15|24|43|14|29|16|108|206|35|102|73|104|MC65|4|5014|2013
53|2013|129|13810968004|64|0|Hard|$3849445|143|215|0|4|07.10.2013|13.10.2013|['4', '7', '3']|['6', '6', '6']|['4', '7', '3']|['-1', '5', '-1']|0|3|1|5|7|10|2|73|52|73|12|61|102|16|15|29|19|43|15|98|206|31|104|67|102|MC65|4|5014|2013
53|2013|80|13810968004|64|0|Hard|$3849445|203|170|1|4|07.10.2013|13.10.2013|['6', '6']|['6', '6']|['4', '3']|['-1', '-1']|0|6|4|8|3|4|0|40|28|40|14|41|60|10|12|20|11|21|9|65|122|25|62|40|60|MB02|4|5014|2013
53|2013|80|13810968004|64|0|Hard|$3849445|170|203|0|4|07.10.2013|13.10.2013|['4', '3']|['6', '6']|['4', '3']|['-1', '-1']|0|1|1|4|4|8|1|41|27|41|12|40|62|9|10|21|8|20|10|57|122|20|60|37|62|MB02|4|5014|2013
53|2013|90|13810968004|64|0|Hard|$3849445|99|190|1|4|07.10.2013|13.10.2013|['7', '6']|['7', '6']|['6', '0']|['5', '-1']|0|13|4|9|2|3|0|32|29|32|19|45|51|9|11|19|14|26|9|73|122|33|71|40|51|T786|4|5014|2013
53|2013|90|13810968004|64|0|Hard|$3849445|190|99|0|4|07.10.2013|13.10.2013|['6', '0']|['7', '6']|['6', '0']|['5', '-1']|0|1|1|3|5|9|0|45|26|45|3|32|71|9|12|26|8|19|9|49|122|11|51|38|71|T786|4|5014|2013
53|2013|156|13810968004|64|0|Hard|$3849445|107|263|1|4|07.10.2013|13.10.2013|['6', '6', '7']|['6', '6', '7']|['7', '3', '6']|['6', '-1', '4']|0|18|2|4|5|6|4|71|58|71|11|58|110|16|23|39|19|44|17|111|212|30|102|81|110|A479|4|5014|2013
53|2013|156|13810968004|64|0|Hard|$3849445|263|107|0|4|07.10.2013|13.10.2013|['7', '3', '6']|['6', '6', '7']|['7', '3', '6']|['6', '-1', '4']|0|12|1|6|2|4|0|58|47|58|13|71|102|17|25|44|16|39|16|101|212|29|110|72|102|A479|4|5014|2013
53|2013|81|13810968004|64|0|Hard|$3849445|186|137|1|4|07.10.2013|13.10.2013|['7', '6']|['7', '6']|['6', '4']|['2', '-1']|0|10|1|2|0|0|0|38|32|38|7|41|62|11|18|24|8|18|11|65|121|15|59|50|62|W367|4|5014|2013
53|2013|81|13810968004|64|0|Hard|$3849445|137|186|0|4|07.10.2013|13.10.2013|['6', '4']|['7', '6']|['6', '4']|['2', '-1']|0|11|0|0|1|2|0|41|34|41|6|38|59|11|10|18|6|24|11|56|121|12|62|44|59|W367|4|5014|2013
53|2013|110|13810968004|64|0|Hard|$3849445|179|256|1|4|07.10.2013|13.10.2013|['6', '7']|['6', '7']|['1', '6']|['-1', '5']|0|2|3|11|0|0|1|48|36|48|21|55|61|10|7|13|13|24|9|77|140|34|79|43|61|N409|4|5014|2013
53|2013|110|13810968004|64|0|Hard|$3849445|256|179|0|4|07.10.2013|13.10.2013|['1', '6']|['6', '7']|['1', '6']|['-1', '5']|0|6|0|0|8|11|2|55|34|55|12|48|79|9|11|24|6|13|10|63|140|18|61|45|79|N409|4|5014|2013
53|2013|143|13810968005|64|0|Hard|$3849445|245|215|1|5|07.10.2013|13.10.2013|['6', '6', '6']|['6', '6', '6']|['7', '2', '4']|['4', '-1', '-1']|0|4|5|8|2|4|1|54|43|54|23|67|86|15|17|32|19|36|15|102|189|42|103|60|86|D643|5|5014|2013
53|2013|143|13810968005|64|0|Hard|$3849445|215|245|0|5|07.10.2013|13.10.2013|['7', '2', '4']|['6', '6', '6']|['7', '2', '4']|['4', '-1', '-1']|0|9|2|4|3|8|3|67|44|67|11|54|103|15|17|36|15|32|15|87|189|26|86|61|103|D643|5|5014|2013
53|2013|64|13810968005|64|0|Hard|$3849445|99|203|1|5|07.10.2013|13.10.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|4|3|8|4|4|3|31|26|31|14|38|57|8|15|26|7|13|9|62|108|21|51|41|57|T786|5|5014|2013
53|2013|64|13810968005|64|0|Hard|$3849445|203|99|0|5|07.10.2013|13.10.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|3|0|4|5|8|0|38|24|38|5|31|51|9|6|13|11|26|8|46|108|16|57|30|51|T786|5|5014|2013
53|2013|71|13810968005|64|0|Hard|$3849445|96|107|1|5|07.10.2013|13.10.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|9|3|8|1|1|2|33|28|33|9|38|50|9|10|17|15|21|9|62|109|24|59|38|50|D683|5|5014|2013
53|2013|71|13810968005|64|0|Hard|$3849445|107|96|0|5|07.10.2013|13.10.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|12|0|1|5|8|0|38|29|38|5|33|59|9|6|21|7|17|9|47|109|12|50|35|59|D683|5|5014|2013
53|2013|106|13810968005|64|0|Hard|$3849445|179|186|1|5|07.10.2013|13.10.2013|['7', '6']|['7', '6']|['6', '1']|['10', '-1']|0|1|2|6|4|4|0|53|40|53|7|31|73|9|13|20|15|30|10|75|134|22|61|53|73|N409|5|5014|2013
53|2013|106|13810968005|64|0|Hard|$3849445|186|179|0|5|07.10.2013|13.10.2013|['6', '1']|['7', '6']|['6', '1']|['10', '-1']|0|5|0|4|4|6|1|31|24|31|13|53|61|10|15|30|7|20|9|59|134|20|73|39|61|N409|5|5014|2013
53|2013|94|13810968006|64|0|Hard|$3849445|245|99|1|6|07.10.2013|13.10.2013|['6', '7']|['6', '7']|['2', '5']|['-1', '-1']|0|6|5|10|1|3|2|40|26|40|19|45|60|10|13|20|18|27|10|76|132|37|72|39|60|D643|6|5014|2013
53|2013|94|13810968006|64|0|Hard|$3849445|99|245|0|6|07.10.2013|13.10.2013|['2', '5']|['6', '7']|['2', '5']|['-1', '-1']|0|4|2|3|5|10|2|45|26|45|14|40|72|10|9|27|7|20|10|56|132|21|60|35|72|D643|6|5014|2013
53|2013|106|13810968006|64|0|Hard|$3849445|96|179|1|6|07.10.2013|13.10.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|5|3|11|6|6|0|52|34|52|21|47|65|9|9|13|8|20|9|72|132|29|67|43|65|D683|6|5014|2013
53|2013|106|13810968006|64|0|Hard|$3849445|179|96|0|6|07.10.2013|13.10.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|0|0|6|8|11|4|47|26|47|18|52|67|9|12|20|4|13|9|60|132|22|65|38|67|D683|6|5014|2013
53|2013|152|13810968007|64|0|Hard|$3849445|245|96|1|7|07.10.2013|13.10.2013|['6', '3', '7']|['6', '3', '7']|['1', '6', '6']|['-1', '-1', '3']|0|10|2|12|3|4|0|57|45|57|24|75|85|14|16|28|16|29|14|101|189|40|104|61|85|D643|7|5014|2013
53|2013|152|13810968007|64|0|Hard|$3849445|96|245|0|7|07.10.2013|13.10.2013|['1', '6', '6']|['6', '3', '7']|['1', '6', '6']|['-1', '-1', '3']|0|5|1|4|10|12|2|75|51|75|12|57|104|14|13|29|12|28|14|88|189|24|85|64|104|D643|7|5014|2013
54|2013|106|13817016003|32|1|Hard|$746750|150|86|1|3|14.10.2013|20.10.2013|['6', '3', '6']|['6', '3', '6']|['3', '6', '4']|['-1', '-1', '-1']|0|0|3|6|6|8|3|64|48|64|7|39|96|14|14|32|18|35|14|87|170|25|74|62|96|D864|3|0438|2013
54|2013|106|13817016003|32|1|Hard|$746750|86|150|0|3|14.10.2013|20.10.2013|['3', '6', '4']|['6', '3', '6']|['3', '6', '4']|['-1', '-1', '-1']|0|5|2|8|3|6|5|39|32|39|16|64|74|14|17|35|18|32|14|83|170|34|96|49|74|D864|3|0438|2013
54|2013|84|13817016003|32|1|Hard|$746750|198|254|1|3|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '3']|['-1', '-1']|0|2|4|13|9|11|2|40|28|40|10|31|66|9|14|26|17|27|10|69|124|27|58|42|66|SC56|3|0438|2013
54|2013|84|13817016003|32|1|Hard|$746750|254|198|0|3|14.10.2013|20.10.2013|['4', '3']|['6', '6']|['4', '3']|['-1', '-1']|0|2|2|11|9|13|2|31|21|31|12|40|58|10|10|27|12|26|9|55|124|24|66|31|58|SC56|3|0438|2013
54|2013|155|13817016003|32|1|Hard|$746750|237|128|1|3|14.10.2013|20.10.2013|['3', '6', '6']|['3', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|5|2|17|7|9|2|67|41|67|22|69|105|14|26|38|21|46|15|110|220|43|115|67|105|G681|3|0438|2013
54|2013|155|13817016003|32|1|Hard|$746750|128|237|0|3|14.10.2013|20.10.2013|['6', '4', '4']|['3', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|5|2|9|15|17|3|69|47|69|26|67|115|15|25|46|12|38|14|110|220|38|105|72|115|G681|3|0438|2013
54|2013|117|13817016003|32|1|Hard|$746750|46|88|1|3|14.10.2013|20.10.2013|['6', '3', '6']|['6', '3', '6']|['2', '6', '4']|['-1', '-1', '-1']|0|7|4|10|6|9|2|62|46|62|13|44|85|13|8|23|21|40|14|88|169|34|84|54|85|KE29|3|0438|2013
54|2013|117|13817016003|32|1|Hard|$746750|88|46|0|3|14.10.2013|20.10.2013|['2', '6', '4']|['6', '3', '6']|['2', '6', '4']|['-1', '-1', '-1']|0|1|3|9|6|10|5|44|31|44|16|62|84|14|19|40|15|23|13|81|169|31|85|50|84|KE29|3|0438|2013
54|2013|69|13817016003|32|1|Hard|$746750|288|133|1|3|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|15|3|10|2|2|1|26|22|26|16|46|45|8|15|19|18|29|9|71|120|34|75|37|45|K336|3|0438|2013
54|2013|69|13817016003|32|1|Hard|$746750|133|288|0|3|14.10.2013|20.10.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|3|0|2|7|10|3|46|30|46|4|26|75|9|11|29|4|19|8|49|120|8|45|41|75|K336|3|0438|2013
54|2013|96|13817016003|32|1|Hard|$746750|280|236|1|3|14.10.2013|20.10.2013|['6', '2', '6']|['6', '2', '6']|['0', '6', '1']|['-1', '-1', '-1']|0|6|5|12|8|10|1|48|33|48|17|39|77|10|15|29|20|38|11|85|154|37|77|48|77|I165|3|0438|2013
54|2013|96|13817016003|32|1|Hard|$746750|236|280|0|3|14.10.2013|20.10.2013|['0', '6', '1']|['6', '2', '6']|['0', '6', '1']|['-1', '-1', '-1']|0|6|2|10|7|12|1|39|22|39|15|48|77|11|18|38|14|29|10|69|154|29|77|40|77|I165|3|0438|2013
54|2013|112|13817016003|32|1|Hard|$746750|104|242|1|3|14.10.2013|20.10.2013|['1', '6', '6']|['1', '6', '6']|['6', '3', '4']|['-1', '-1', '-1']|0|10|2|4|14|16|4|57|43|57|8|41|96|13|16|39|17|35|13|84|172|25|76|59|96|Z184|3|0438|2013
54|2013|112|13817016003|32|1|Hard|$746750|242|104|0|3|14.10.2013|20.10.2013|['6', '3', '4']|['1', '6', '6']|['6', '3', '4']|['-1', '-1', '-1']|0|6|2|16|2|4|5|41|33|41|14|57|76|13|18|35|23|39|13|88|172|37|96|51|76|Z184|3|0438|2013
54|2013|81|13817016003|32|1|Hard|$746750|229|159|1|3|14.10.2013|20.10.2013|['6', '7']|['6', '7']|['2', '5']|['-1', '-1']|0|1|3|7|2|2|0|40|33|40|9|36|55|10|9|15|19|28|10|70|119|28|64|42|55|G806|3|0438|2013
54|2013|81|13817016003|32|1|Hard|$746750|159|229|0|3|14.10.2013|20.10.2013|['2', '5']|['6', '7']|['2', '5']|['-1', '-1']|0|6|0|2|4|7|1|36|27|36|7|40|64|10|9|28|6|15|10|49|119|13|55|36|64|G806|3|0438|2013
54|2013|68|13817016003|32|1|Hard|$746750|119|270|1|3|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '1']|['-1', '-1']|0|6|5|7|0|2|2|23|20|23|23|42|47|8|12|24|5|10|9|60|99|28|52|32|47|K926|3|0438|2013
54|2013|68|13817016003|32|1|Hard|$746750|270|119|0|3|14.10.2013|20.10.2013|['4', '1']|['6', '6']|['4', '1']|['-1', '-1']|0|0|2|2|2|7|1|42|19|42|3|23|52|9|5|10|12|24|8|39|99|15|47|24|52|K926|3|0438|2013
54|2013|79|13817016003|32|1|Hard|$746750|264|40|1|3|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '3']|['-1', '-1']|0|6|4|8|2|3|0|33|23|33|23|51|48|10|10|15|10|19|9|66|118|33|70|33|48|SC77|3|0438|2013
54|2013|79|13817016003|32|1|Hard|$746750|40|264|0|3|14.10.2013|20.10.2013|['4', '3']|['6', '6']|['4', '3']|['-1', '-1']|0|0|1|3|4|8|2|51|28|51|10|33|70|9|9|19|5|15|10|52|118|15|48|37|70|SC77|3|0438|2013
54|2013|136|13817016003|32|1|Hard|$746750|160|168|1|3|14.10.2013|20.10.2013|['6', '6', '6']|['6', '6', '6']|['3', '7', '3']|['-1', '3', '-1']|0|2|5|8|6|9|4|71|49|71|20|61|117|14|20|46|19|28|16|108|206|39|89|69|117|R613|3|0438|2013
54|2013|136|13817016003|32|1|Hard|$746750|168|160|0|3|14.10.2013|20.10.2013|['3', '7', '3']|['6', '6', '6']|['3', '7', '3']|['-1', '3', '-1']|0|7|3|9|3|8|1|61|41|61|22|71|89|16|9|28|26|46|14|98|206|48|117|50|89|R613|3|0438|2013
54|2013|120|13817016003|32|1|Hard|$746750|214|82|1|3|14.10.2013|20.10.2013|['3', '7', '4']|['3', '7', '4']|['6', '5', '1']|['-1', '-1', '-1']|1|2|5|13|5|9|0|40|25|40|27|64|81|13|22|41|19|33|13|93|178|46|97|47|81|L503|3|0438|2013
54|2013|120|13817016003|32|1|Hard|$746750|82|214|0|3|14.10.2013|20.10.2013|['6', '5', '1']|['3', '7', '4']|['6', '5', '1']|['-1', '-1', '-1']|1|0|4|9|8|13|2|64|37|64|15|40|97|13|14|33|19|41|13|85|178|34|81|51|97|L503|3|0438|2013
54|2013|104|13817016004|32|1|Hard|$746750|22|150|1|4|14.10.2013|20.10.2013|['6', '3', '6']|['6', '3', '6']|['3', '6', '1']|['-1', '-1', '-1']|0|3|4|9|3|5|3|45|34|45|12|34|75|12|17|30|19|38|13|82|147|31|72|51|75|G628|4|0438|2013
54|2013|104|13817016004|32|1|Hard|$746750|150|22|0|4|14.10.2013|20.10.2013|['3', '6', '1']|['6', '3', '6']|['3', '6', '1']|['-1', '-1', '-1']|0|4|2|5|5|9|2|34|22|34|11|45|72|13|19|38|13|30|12|65|147|24|75|41|72|G628|4|0438|2013
54|2013|115|13817016004|32|1|Hard|$746750|237|198|1|4|14.10.2013|20.10.2013|['6', '6', '6']|['6', '6', '6']|['1', '7', '1']|['-1', '7', '-1']|0|6|5|7|4|5|1|55|42|55|21|51|88|12|19|33|14|25|14|96|164|35|76|61|88|G681|4|0438|2013
54|2013|115|13817016004|32|1|Hard|$746750|198|237|0|4|14.10.2013|20.10.2013|['1', '7', '1']|['6', '6', '6']|['1', '7', '1']|['-1', '7', '-1']|0|1|1|5|2|7|1|51|30|51|13|55|76|14|11|25|14|33|12|68|164|27|88|41|76|G681|4|0438|2013
54|2013|66|13817016004|32|1|Hard|$746750|46|182|1|4|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|14|2|6|0|0|4|40|31|40|8|33|63|10|15|23|12|24|10|66|120|20|57|46|63|KE29|4|0438|2013
54|2013|66|13817016004|32|1|Hard|$746750|182|46|0|4|14.10.2013|20.10.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|3|0|0|4|6|2|33|25|33|9|40|57|10|12|24|8|23|10|54|120|17|63|37|57|KE29|4|0438|2013
54|2013|133|13817016004|32|1|Hard|$746750|288|280|1|4|14.10.2013|20.10.2013|['6', '6', '7']|['6', '6', '7']|['3', '7', '6']|['-1', '10', '6']|0|16|2|4|1|2|2|74|59|74|11|66|105|16|22|31|13|34|17|105|205|24|100|81|105|K336|4|0438|2013
54|2013|133|13817016004|32|1|Hard|$746750|280|288|0|4|14.10.2013|20.10.2013|['3', '7', '6']|['6', '6', '7']|['3', '7', '6']|['-1', '10', '6']|0|6|1|2|2|4|1|66|55|66|15|74|100|17|21|34|9|31|16|100|205|24|105|76|100|K336|4|0438|2013
54|2013|65|13817016004|32|1|Hard|$746750|229|104|1|4|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|3|2|4|1|1|1|34|29|34|6|26|50|9|12|16|10|23|10|57|99|16|49|41|50|G806|4|0438|2013
54|2013|65|13817016004|32|1|Hard|$746750|104|229|0|4|14.10.2013|20.10.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|3|0|1|2|4|1|26|20|26|5|34|49|10|13|23|4|16|9|42|99|9|50|33|49|G806|4|0438|2013
54|2013|77|13817016004|32|1|Hard|$746750|119|283|1|4|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|4|3|5|3|4|3|34|24|34|11|39|63|10|18|29|18|29|10|71|131|29|68|42|63|K926|4|0438|2013
54|2013|77|13817016004|32|1|Hard|$746750|283|119|0|4|14.10.2013|20.10.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|4|1|4|2|5|0|39|28|39|10|34|68|10|11|29|11|29|10|60|131|21|63|39|68|K926|4|0438|2013
54|2013|85|13817016004|32|1|Hard|$746750|160|264|1|4|14.10.2013|20.10.2013|['7', '7']|['7', '7']|['5', '5']|['-1', '-1']|0|0|3|5|2|3|2|43|34|43|18|51|67|12|14|24|6|18|12|72|136|24|69|48|67|R613|4|0438|2013
54|2013|85|13817016004|32|1|Hard|$746750|264|160|0|4|14.10.2013|20.10.2013|['5', '5']|['7', '7']|['5', '5']|['-1', '-1']|0|5|1|3|2|5|1|51|33|51|9|43|69|12|12|18|10|24|12|64|136|19|67|45|69|R613|4|0438|2013
54|2013|69|13817016004|32|1|Hard|$746750|12|214|1|4|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|3|3|6|0|0|1|22|20|22|5|26|46|8|18|24|20|30|9|63|102|25|56|38|46|SA93|4|0438|2013
54|2013|69|13817016004|32|1|Hard|$746750|214|12|0|4|14.10.2013|20.10.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|6|0|0|3|6|4|26|21|26|2|22|56|9|10|30|6|24|8|39|102|8|46|31|56|SA93|4|0438|2013
54|2013|82|13817016005|32|1|Hard|$746750|22|237|1|5|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|4|3|6|5|5|1|35|27|35|15|34|59|8|16|24|13|26|9|71|119|28|60|43|59|G628|5|0438|2013
54|2013|82|13817016005|32|1|Hard|$746750|237|22|0|5|14.10.2013|20.10.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|5|0|5|3|6|2|34|19|34|8|35|60|9|13|26|8|24|8|48|119|16|59|32|60|G628|5|0438|2013
54|2013|52|13817016005|32|1|Hard|$746750|288|46|1|5|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '0']|['-1', '-1']|0|11|4|8|0|0|1|25|22|25|13|31|37|8|10|12|10|17|8|55|85|23|48|32|37|K336|5|0438|2013
54|2013|52|13817016005|32|1|Hard|$746750|46|288|0|5|14.10.2013|20.10.2013|['4', '0']|['6', '6']|['4', '0']|['-1', '-1']|0|2|0|0|4|8|4|31|18|31|3|25|48|8|7|17|2|12|8|30|85|5|37|25|48|K336|5|0438|2013
54|2013|84|13817016005|32|1|Hard|$746750|119|229|1|5|14.10.2013|20.10.2013|['6', '7']|['6', '7']|['4', '6']|['-1', '4']|0|4|2|4|0|1|0|42|36|42|8|38|64|11|10|22|7|18|11|61|120|15|56|46|64|K926|5|0438|2013
54|2013|84|13817016005|32|1|Hard|$746750|229|119|0|5|14.10.2013|20.10.2013|['4', '6']|['6', '7']|['4', '6']|['-1', '4']|0|0|1|1|2|4|1|38|30|38|6|42|56|11|11|18|12|22|11|59|120|18|64|41|56|K926|5|0438|2013
54|2013|27|13817016005|32|1|Hard|$746750|12|160|1|5|14.10.2013|20.10.2013|['5']|['5']|['2']|['-1']|1|2|2|4|1|2|1|17|12|17|7|13|27|3|5|10|4|5|4|28|45|11|18|17|27|SA93|5|0438|2013
54|2013|27|13817016005|32|1|Hard|$746750|160|12|0|5|14.10.2013|20.10.2013|['2']|['5']|['2']|['-1']|1|0|1|2|2|4|1|13|6|13|5|17|18|4|1|5|5|10|3|17|45|10|27|7|18|SA93|5|0438|2013
54|2013|72|13817016006|32|1|Hard|$746750|22|288|1|6|14.10.2013|20.10.2013|['6', '7']|['6', '7']|['4', '5']|['-1', '-1']|0|4|2|2|1|1|4|38|33|38|6|40|59|11|13|21|11|18|11|63|117|17|58|46|59|G628|6|0438|2013
54|2013|72|13817016006|32|1|Hard|$746750|288|22|0|6|14.10.2013|20.10.2013|['4', '5']|['6', '7']|['4', '5']|['-1', '-1']|0|15|0|1|0|2|1|40|34|40|5|38|58|11|7|18|8|21|11|54|117|13|59|41|58|G628|6|0438|2013
54|2013|99|13817016006|32|1|Hard|$746750|119|12|1|6|14.10.2013|20.10.2013|['6', '1', '6']|['6', '1', '6']|['1', '6', '4']|['-1', '-1', '-1']|0|5|6|9|4|9|1|43|28|43|19|45|79|12|14|36|13|22|12|74|146|32|67|42|79|K926|6|0438|2013
54|2013|99|13817016006|32|1|Hard|$746750|12|119|0|6|14.10.2013|20.10.2013|['1', '6', '4']|['6', '1', '6']|['1', '6', '4']|['-1', '-1', '-1']|0|3|5|9|3|9|3|45|26|45|15|43|67|12|9|22|22|36|12|72|146|37|79|35|67|K926|6|0438|2013
54|2013|144|13817016007|32|1|Hard|$746750|22|119|1|7|14.10.2013|20.10.2013|['4', '6', '6']|['4', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|12|4|11|9|12|1|73|48|73|19|57|99|15|13|26|24|50|15|104|206|43|107|61|99|G628|7|0438|2013
54|2013|144|13817016007|32|1|Hard|$746750|119|22|0|7|14.10.2013|20.10.2013|['6', '4', '4']|['4', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|15|3|12|7|11|1|57|38|57|25|73|107|15|26|50|13|26|15|102|206|38|99|64|107|G628|7|0438|2013
55|2013|58|13817016003|32|1|Hard|€530165|287|247|1|3|14.10.2013|20.10.2013|['6', '6']|['6', '6']|['4', '2']|['-1', '-1']|0|2|5|9|1|3|2|28|19|28|14|37|50|9|12|22|12|14|9|57|101|26|51|31|50|SM25|3|0429|2013
55|2013|58|13817016003|32|1|Hard|€530165|247|287|0|3|14.10.2013|20.10.2013|['4', '2']|['6', '6']|['4', '2']|['-1', '-1']|0|2|2|3|4|9|2|37|23|37|9|28|51|9|2|14|10|22|9|44|101|19|50|25|51|SM25|3|0429|2013
55|2013|114|13817016003|32|1|Hard|€530165|90|174|1|3|14.10.2013|20.10.2013|['6', '3', '7']|['6', '3', '7']|['3', '6', '6']|['-1', '-1', '3']|0|7|3|5|2|5|4|57|38|57|11|52|92|15|21|35|22|37|15|92|181|33|89|59|92|N289|3|0429|2013
55|2013|114|13817016003|32|1|Hard|€530165|174|90|0|3|14.10.2013|20.10.2013|['3', '6', '6']|['6', '3', '7']|['3', '6', '6']|['-1', '-1', '3']|0|8|3|5|2|5|2|52|41|52|19|57|89|15|15|37|14|35|15|89|181|33|92|56|89|N289|3|0429|2013
55|2013|116|13817016003|32|1|Hard|€530165|118|248|1|3|14.10.2013|20.10.2013|['6', '6', '6']|['6', '6', '6']|['7', '1', '4']|['2', '-1', '-1']|0|10|3|5|6|6|3|62|48|62|19|57|98|14|21|36|12|30|15|100|185|31|87|69|98|V306|3|0429|2013
55|2013|116|13817016003|32|1|Hard|€530165|248|118|0|3|14.10.2013|20.10.2013|['7', '1', '4']|['6', '6', '6']|['7', '1', '4']|['2', '-1', '-1']|0|8|0|6|2|5|4|57|38|57|14|62|87|15|18|30|15|36|14|85|185|29|98|56|87|V306|3|0429|2013
