IDTournament|Year|Duration|Timestamp|Draw|Indoor|Surface|TournamentPrize|IDPlayer|IDOpponent|Win|RoundNumber|TournamentStart|TournamentEnd|Scores|WinnerScores|LoserScores|TieBreakScores|Retirement|Aces|BreakPointsConverted|BreakPointsConvertedTotal|BreakPointsSaved|BreakPointsSavedTotal|DoubleFaults|FirstServe|FirstServePointsWon|FirstServePointsWonTotal|FirstServeReturnPointsWon|FirstServeReturnPointsWonTotal|FirstServeTotal|ReturnGamesPlayed|SecondServePointsWon|SecondServePointsWonTotal|SecondServeReturnPointsWon|SecondServeReturnPointsWonTotal|ServiceGamesPlayed|TotalPointsWon|TotalPointsWonTotal|TotalReturnPointsWon|TotalReturnPointsWonTotal|TotalServicePointsWon|TotalServicePointsWonTotal|p|r|t|y
0|2013|86|13569084003|32|0|Hard|$436630|225|165|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '1']|['-1', '-1']|0|7|4|7|3|4|6|44|33|44|7|26|69|8|11|25|19|27|9|70|122|26|53|44|69|MH30|3|0339|2013
0|2013|86|13569084003|32|0|Hard|$436630|165|225|0|3|31.12.2012|06.01.2013|['4', '1']|['6', '6']|['4', '1']|['-1', '-1']|0|2|1|4|3|7|5|26|19|26|11|44|53|9|8|27|14|25|8|52|122|25|69|27|53|MH30|3|0339|2013
0|2013|124|13569084003|32|0|Hard|$436630|227|79|1|3|31.12.2012|06.01.2013|['6', '4', '6']|['6', '4', '6']|['3', '6', '2']|['-1', '-1', '-1']|0|8|4|10|1|2|2|34|29|34|16|53|69|14|21|35|27|46|13|93|168|43|99|50|69|H432|3|0339|2013
0|2013|124|13569084003|32|0|Hard|$436630|79|227|0|3|31.12.2012|06.01.2013|['3', '6', '2']|['6', '4', '6']|['3', '6', '2']|['-1', '-1', '-1']|0|7|1|2|6|10|5|53|37|53|5|34|99|13|19|46|14|35|14|75|168|19|69|56|99|H432|3|0339|2013
0|2013|70|13569084003|32|0|Hard|$436630|280|258|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['1', '2']|['-1', '-1']|0|6|4|13|2|2|2|33|28|33|12|31|53|7|8|20|17|26|8|65|110|29|57|36|53|I165|3|0339|2013
0|2013|70|13569084003|32|0|Hard|$436630|258|280|0|3|31.12.2012|06.01.2013|['1', '2']|['6', '6']|['1', '2']|['-1', '-1']|0|3|0|2|9|13|3|31|19|31|5|33|57|8|9|26|12|20|7|45|110|17|53|28|57|I165|3|0339|2013
0|2013|104|13569084003|32|0|Hard|$436630|90|68|1|3|31.12.2012|06.01.2013|['6', '2', '6']|['6', '2', '6']|['3', '6', '1']|['-1', '-1', '-1']|0|4|5|6|8|11|1|63|40|63|19|48|94|12|15|31|15|22|12|89|164|34|70|55|94|N289|3|0339|2013
0|2013|104|13569084003|32|0|Hard|$436630|68|90|0|3|31.12.2012|06.01.2013|['3', '6', '1']|['6', '2', '6']|['3', '6', '1']|['-1', '-1', '-1']|0|6|3|11|1|6|6|48|29|48|23|63|70|12|7|22|16|31|12|75|164|39|94|36|70|N289|3|0339|2013
0|2013|96|13569084003|32|0|Hard|$436630|11|59|1|3|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['4', '6']|['-1', '4']|0|6|1|1|1|1|0|50|43|50|13|39|64|11|8|14|9|29|11|73|132|22|68|51|64|R419|3|0339|2013
0|2013|96|13569084003|32|0|Hard|$436630|59|11|0|3|31.12.2012|06.01.2013|['4', '6']|['6', '7']|['4', '6']|['-1', '4']|0|4|0|1|0|1|1|39|26|39|7|50|68|11|20|29|6|14|11|59|132|13|64|46|68|R419|3|0339|2013
0|2013|102|13569084003|32|0|Hard|$436630|190|131|1|3|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['5', '2']|['-1', '-1']|0|2|4|7|4|5|0|45|29|45|12|37|72|10|17|27|20|33|10|78|142|32|70|46|72|N552|3|0339|2013
0|2013|102|13569084003|32|0|Hard|$436630|131|190|0|3|31.12.2012|06.01.2013|['5', '2']|['7', '6']|['5', '2']|['-1', '-1']|0|3|1|5|3|7|1|37|25|37|16|45|70|10|13|33|10|27|10|64|142|26|72|38|70|N552|3|0339|2013
0|2013|65|13569084003|32|0|Hard|$436630|203|185|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|6|2|2|0|0|1|33|27|33|10|40|50|10|14|17|7|14|10|58|104|17|54|41|50|MB02|3|0339|2013
0|2013|65|13569084003|32|0|Hard|$436630|185|203|0|3|31.12.2012|06.01.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|3|0|0|0|2|0|40|30|40|6|33|54|10|7|14|3|17|10|46|104|9|50|37|54|MB02|3|0339|2013
0|2013|77|13569084003|32|0|Hard|$436630|86|193|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|5|2|2|4|4|1|35|30|35|7|35|60|10|14|25|12|22|10|63|117|19|57|44|60|B837|3|0339|2013
0|2013|77|13569084003|32|0|Hard|$436630|193|86|0|3|31.12.2012|06.01.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|5|0|4|0|2|1|35|28|35|5|35|57|10|10|22|11|25|10|54|117|16|60|38|57|B837|3|0339|2013
0|2013|78|13569084003|32|0|Hard|$436630|18|31|1|3|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['1', '6']|['-1', '8']|0|11|2|10|0|0|1|46|40|46|16|45|59|9|8|13|13|29|10|77|133|29|74|48|59|F444|3|0339|2013
0|2013|78|13569084003|32|0|Hard|$436630|31|18|0|3|31.12.2012|06.01.2013|['1', '6']|['6', '7']|['1', '6']|['-1', '8']|0|5|0|0|8|10|2|45|29|45|6|46|74|10|16|29|5|13|9|56|133|11|59|45|74|F444|3|0339|2013
0|2013|107|13569084003|32|0|Hard|$436630|20|133|1|3|31.12.2012|06.01.2013|['2', '6', '6']|['2', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|5|3|7|3|6|1|55|40|55|11|48|78|14|12|23|23|43|14|86|169|34|91|52|78|M762|3|0339|2013
0|2013|107|13569084003|32|0|Hard|$436630|133|20|0|3|31.12.2012|06.01.2013|['6', '4', '4']|['2', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|3|3|6|4|7|3|48|37|48|15|55|91|14|20|43|11|23|14|83|169|26|78|57|91|M762|3|0339|2013
0|2013|55|13569084003|32|0|Hard|$436630|3|224|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['2', '2']|['-1', '-1']|0|2|4|4|2|2|2|28|22|28|9|18|43|8|11|15|11|22|8|53|83|20|40|33|43|GB88|3|0339|2013
0|2013|55|13569084003|32|0|Hard|$436630|224|3|0|3|31.12.2012|06.01.2013|['2', '2']|['6', '6']|['2', '2']|['-1', '-1']|0|1|0|2|0|4|4|18|9|18|6|28|40|8|11|22|4|15|8|30|83|10|43|20|40|GB88|3|0339|2013
0|2013|82|13569084003|32|0|Hard|$436630|240|178|1|3|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['3', '6']|['-1', '8']|0|10|2|5|0|1|1|40|33|40|21|49|64|10|15|24|5|21|11|74|134|26|70|48|64|D875|3|0339|2013
0|2013|82|13569084003|32|0|Hard|$436630|178|240|0|3|31.12.2012|06.01.2013|['3', '6']|['6', '7']|['3', '6']|['-1', '8']|0|6|1|1|3|5|2|49|28|49|7|40|70|11|16|21|9|24|10|60|134|16|64|44|70|D875|3|0339|2013
0|2013|126|13569084004|32|0|Hard|$436630|19|225|1|4|31.12.2012|06.01.2013|['6', '5', '6']|['6', '5', '6']|['1', '7', '3']|['-1', '-1', '-1']|0|7|5|11|8|10|3|70|49|70|14|47|98|14|13|28|20|35|14|96|180|34|82|62|98|MC10|4|0339|2013
0|2013|126|13569084004|32|0|Hard|$436630|225|19|0|4|31.12.2012|06.01.2013|['1', '7', '3']|['6', '5', '6']|['1', '7', '3']|['-1', '-1', '-1']|0|2|2|10|6|11|5|47|33|47|21|70|82|14|15|35|15|28|14|84|180|36|98|48|82|MC10|4|0339|2013
0|2013|105|13569084004|32|0|Hard|$436630|280|227|1|4|31.12.2012|06.01.2013|['7', '7']|['7', '7']|['5', '5']|['-1', '-1']|0|11|3|12|4|5|2|51|42|51|18|48|73|12|9|22|17|36|12|86|157|35|84|51|73|I165|4|0339|2013
0|2013|105|13569084004|32|0|Hard|$436630|227|280|0|4|31.12.2012|06.01.2013|['5', '5']|['7', '7']|['5', '5']|['-1', '-1']|0|3|1|5|9|12|1|48|30|48|9|51|84|12|19|36|13|22|12|71|157|22|73|49|84|I165|4|0339|2013
0|2013|54|13569084004|32|0|Hard|$436630|283|90|1|4|31.12.2012|06.01.2013|['6', '4']|['6', '4']|['2', '1']|['-1', '-1']|1|6|4|9|0|0|0|22|17|22|16|28|36|7|10|14|8|15|6|51|79|24|43|27|36|D801|4|0339|2013
0|2013|54|13569084004|32|0|Hard|$436630|90|283|0|4|31.12.2012|06.01.2013|['2', '1']|['6', '4']|['2', '1']|['-1', '-1']|1|0|0|0|5|9|1|28|12|28|5|22|43|6|7|15|4|14|7|28|79|9|36|19|43|D801|4|0339|2013
0|2013|86|13569084004|32|0|Hard|$436630|190|11|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|1|3|11|0|0|1|34|25|34|9|29|53|9|13|19|17|31|9|64|113|26|60|38|53|N552|4|0339|2013
0|2013|86|13569084004|32|0|Hard|$436630|11|190|0|4|31.12.2012|06.01.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|4|0|0|8|11|2|29|20|29|9|34|60|9|14|31|6|19|9|49|113|15|53|34|60|N552|4|0339|2013
0|2013|71|13569084004|32|0|Hard|$436630|86|203|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '2']|['-1', '-1']|0|15|4|10|4|5|2|35|29|35|16|40|55|9|9|20|14|25|9|68|120|30|65|38|55|B837|4|0339|2013
0|2013|71|13569084004|32|0|Hard|$436630|203|86|0|4|31.12.2012|06.01.2013|['4', '2']|['6', '6']|['4', '2']|['-1', '-1']|0|1|1|5|6|10|0|40|24|40|6|35|65|9|11|25|11|20|9|52|120|17|55|35|65|B837|4|0339|2013
0|2013|132|13569084004|32|0|Hard|$436630|246|18|1|4|31.12.2012|06.01.2013|['7', '7']|['7', '7']|['6', '6']|['5', '5']|0|5|3|4|6|9|1|43|28|43|16|43|89|12|28|46|13|33|12|85|165|29|76|56|89|SD32|4|0339|2013
0|2013|132|13569084004|32|0|Hard|$436630|18|246|0|4|31.12.2012|06.01.2013|['6', '6']|['7', '7']|['6', '6']|['5', '5']|0|6|3|9|1|4|2|43|27|43|15|43|76|12|20|33|18|46|12|80|165|33|89|47|76|SD32|4|0339|2013
0|2013|88|13569084004|32|0|Hard|$436630|20|3|1|4|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['4', '6']|['-1', '4']|0|7|1|4|2|2|2|50|37|50|12|45|76|11|16|26|11|26|11|76|147|23|71|53|76|M762|4|0339|2013
0|2013|88|13569084004|32|0|Hard|$436630|3|20|0|4|31.12.2012|06.01.2013|['4', '6']|['6', '7']|['4', '6']|['-1', '4']|0|6|0|2|3|4|4|45|33|45|13|50|71|11|15|26|10|26|11|71|147|23|76|48|71|M762|4|0339|2013
0|2013|61|13569084004|32|0|Hard|$436630|240|137|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|10|2|3|2|2|4|26|26|26|3|24|52|9|15|26|8|19|10|52|95|11|43|41|52|D875|4|0339|2013
0|2013|61|13569084004|32|0|Hard|$436630|137|240|0|4|31.12.2012|06.01.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|4|0|2|1|3|2|24|21|24|0|26|43|10|11|19|11|26|9|43|95|11|52|32|43|D875|4|0339|2013
0|2013|97|13569084005|32|0|Hard|$436630|19|280|1|5|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['4', '6']|['-1', '3']|0|4|1|1|2|2|2|46|38|46|12|39|71|11|16|25|12|31|11|78|141|24|70|54|71|MC10|5|0339|2013
0|2013|97|13569084005|32|0|Hard|$436630|280|19|0|5|31.12.2012|06.01.2013|['4', '6']|['6', '7']|['4', '6']|['-1', '3']|0|7|0|2|0|1|1|39|27|39|8|46|70|11|19|31|9|25|11|63|141|17|71|46|70|MC10|5|0339|2013
0|2013|87|13569084005|32|0|Hard|$436630|190|283|1|5|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['4', '6']|['-1', '3']|0|5|2|4|2|3|0|39|31|39|14|43|63|11|16|24|11|29|11|72|135|25|72|47|63|N552|5|0339|2013
0|2013|87|13569084005|32|0|Hard|$436630|283|190|0|5|31.12.2012|06.01.2013|['4', '6']|['6', '7']|['4', '6']|['-1', '3']|0|4|1|3|2|4|0|43|29|43|8|39|72|11|18|29|8|24|11|63|135|16|63|47|72|N552|5|0339|2013
0|2013|82|13569084005|32|0|Hard|$436630|86|246|1|5|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|6|3|6|4|5|2|32|25|32|13|32|62|9|16|30|9|20|10|63|114|22|52|41|62|B837|5|0339|2013
0|2013|82|13569084005|32|0|Hard|$436630|246|86|0|5|31.12.2012|06.01.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|3|1|5|3|6|2|32|19|32|7|32|52|10|11|20|14|30|9|51|114|21|62|30|52|B837|5|0339|2013
0|2013|59|13569084005|32|0|Hard|$436630|240|20|1|5|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|17|3|3|4|4|1|39|33|39|15|32|62|8|11|23|4|8|9|63|102|19|40|44|62|D875|5|0339|2013
0|2013|59|13569084005|32|0|Hard|$436630|20|240|0|5|31.12.2012|06.01.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|5|0|4|0|3|2|32|17|32|6|39|40|9|4|8|12|23|8|39|102|18|62|21|40|D875|5|0339|2013
0|2013|45|13569084006|32|0|Hard|$436630|19|190|1|6|31.12.2012|06.01.2013|['6', '2']|['6', '2']|['4', '0']|['-1', '-1']|1|4|3|5|1|2|1|21|17|21|8|18|30|6|5|9|9|16|6|39|64|17|34|22|30|MC10|6|0339|2013
0|2013|45|13569084006|32|0|Hard|$436630|190|19|0|6|31.12.2012|06.01.2013|['4', '0']|['6', '2']|['4', '0']|['-1', '-1']|1|1|1|2|2|5|0|18|10|18|4|21|34|6|7|16|4|9|6|25|64|8|30|17|34|MC10|6|0339|2013
0|2013|149|13569084006|32|0|Hard|$436630|240|86|1|6|31.12.2012|06.01.2013|['6', '5', '7']|['6', '5', '7']|['3', '7', '6']|['-1', '-1', '5']|0|12|2|8|7|9|3|72|57|72|16|69|113|16|21|41|23|44|17|117|226|39|113|78|113|D875|6|0339|2013
0|2013|149|13569084006|32|0|Hard|$436630|86|240|0|6|31.12.2012|06.01.2013|['3', '7', '6']|['6', '5', '7']|['3', '7', '6']|['-1', '-1', '5']|0|4|2|9|6|8|3|69|53|69|15|72|113|17|21|44|20|41|16|109|226|35|113|74|113|D875|6|0339|2013
0|2013|91|13569084007|32|0|Hard|$436630|19|240|1|7|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['6', '4']|['0', '-1']|0|7|3|4|3|5|4|53|38|53|14|38|73|11|11|20|10|24|11|73|135|24|62|49|73|MC10|7|0339|2013
0|2013|91|13569084007|32|0|Hard|$436630|240|19|0|7|31.12.2012|06.01.2013|['6', '4']|['7', '6']|['6', '4']|['0', '-1']|0|3|2|5|1|4|2|38|24|38|15|53|62|11|14|24|9|20|11|62|135|24|73|38|62|MC10|7|0339|2013
1|2013|70|13569084003|32|0|Hard|$385150|129|84|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|7|4|5|2|3|0|28|24|28|15|28|50|9|12|22|9|18|9|60|96|24|46|36|50|D616|3|0891|2013
1|2013|70|13569084003|32|0|Hard|$385150|84|129|0|3|31.12.2012|06.01.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|0|1|3|1|5|1|28|13|28|4|28|46|9|9|18|10|22|9|36|96|14|50|22|46|D616|3|0891|2013
1|2013|134|13569084003|32|0|Hard|$385150|226|155|1|3|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['6', '2']|['6', '-1']|0|2|5|16|4|7|2|55|34|55|16|45|76|10|9|21|27|40|10|86|161|43|85|43|76|BD06|3|0891|2013
1|2013|134|13569084003|32|0|Hard|$385150|155|226|0|3|31.12.2012|06.01.2013|['6', '2']|['7', '6']|['6', '2']|['6', '-1']|0|4|3|7|11|16|4|45|29|45|21|55|85|10|13|40|12|21|10|75|161|33|76|42|85|BD06|3|0891|2013
1|2013|129|13569084003|32|0|Hard|$385150|233|249|1|3|31.12.2012|06.01.2013|['6', '3', '6']|['6', '3', '6']|['4', '6', '4']|['-1', '-1', '-1']|0|6|2|8|10|12|7|62|40|62|12|50|100|14|21|38|14|32|15|87|182|26|82|61|100|BC65|3|0891|2013
1|2013|129|13569084003|32|0|Hard|$385150|249|233|0|3|31.12.2012|06.01.2013|['4', '6', '4']|['6', '3', '6']|['4', '6', '4']|['-1', '-1', '-1']|0|7|2|12|6|8|2|50|38|50|22|62|82|15|18|32|17|38|14|95|182|39|100|56|82|BC65|3|0891|2013
1|2013|114|13569084003|32|0|Hard|$385150|264|255|1|3|31.12.2012|06.01.2013|['7', '7']|['7', '7']|['6', '6']|['7', '5']|0|10|2|4|3|5|3|61|47|61|16|53|100|12|17|39|12|32|12|92|185|28|85|64|100|SC77|3|0891|2013
1|2013|114|13569084003|32|0|Hard|$385150|255|264|0|3|31.12.2012|06.01.2013|['6', '6']|['7', '7']|['6', '6']|['7', '5']|0|6|2|5|2|4|2|53|37|53|14|61|85|12|20|32|22|39|12|93|185|36|100|57|85|SC77|3|0891|2013
1|2013|64|13569084003|32|0|Hard|$385150|198|41|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '1']|['-1', '-1']|0|2|4|8|2|3|2|33|26|33|11|26|53|8|10|20|9|20|9|56|99|20|46|36|53|SC56|3|0891|2013
1|2013|64|13569084003|32|0|Hard|$385150|41|198|0|3|31.12.2012|06.01.2013|['4', '1']|['6', '6']|['4', '1']|['-1', '-1']|0|2|1|3|4|8|1|26|15|26|7|33|46|9|11|20|10|20|8|43|99|17|53|26|46|SC56|3|0891|2013
1|2013|78|13569084003|32|0|Hard|$385150|210|166|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|6|3|6|2|3|4|33|27|33|15|41|67|9|14|34|9|16|10|65|124|24|57|41|67|PD31|3|0891|2013
1|2013|78|13569084003|32|0|Hard|$385150|166|210|0|3|31.12.2012|06.01.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|2|1|3|3|6|2|41|26|41|6|33|57|10|7|16|20|34|9|59|124|26|67|33|57|PD31|3|0891|2013
1|2013|85|13569084003|32|0|Hard|$385150|13|282|1|3|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['5', '3']|['-1', '-1']|0|4|2|7|4|4|3|50|39|50|12|39|68|10|10|18|10|19|11|71|126|22|58|49|68|H756|3|0891|2013
1|2013|85|13569084003|32|0|Hard|$385150|282|13|0|3|31.12.2012|06.01.2013|['5', '3']|['7', '6']|['5', '3']|['-1', '-1']|0|8|0|4|5|7|3|39|27|39|11|50|58|11|9|19|8|18|10|55|126|19|68|36|58|H756|3|0891|2013
1|2013|74|13569084003|32|0|Hard|$385150|206|40|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|6|4|7|1|1|2|34|27|34|21|37|52|9|11|18|7|21|8|66|110|28|58|38|52|BH09|3|0891|2013
1|2013|74|13569084003|32|0|Hard|$385150|40|206|0|3|31.12.2012|06.01.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|0|0|1|3|7|2|37|16|37|7|34|58|8|14|21|7|18|9|44|110|14|52|30|58|BH09|3|0891|2013
1|2013|85|13569084003|32|0|Hard|$385150|102|230|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|4|2|4|4|4|2|48|35|48|9|35|74|10|15|26|12|25|10|71|134|21|60|50|74|SK94|3|0891|2013
1|2013|85|13569084003|32|0|Hard|$385150|230|102|0|3|31.12.2012|06.01.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|9|0|4|2|4|1|35|26|35|13|48|60|10|13|25|11|26|10|63|134|24|74|39|60|SK94|3|0891|2013
1|2013|59|13569084003|32|0|Hard|$385150|176|150|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['1', '2']|['-1', '-1']|0|1|4|4|2|2|1|20|16|20|6|18|45|7|17|25|14|19|8|53|82|20|37|33|45|SC47|3|0891|2013
1|2013|59|13569084003|32|0|Hard|$385150|150|176|0|3|31.12.2012|06.01.2013|['1', '2']|['6', '6']|['1', '2']|['-1', '-1']|0|5|0|2|0|4|3|18|12|18|4|20|37|8|5|19|8|25|7|29|82|12|45|17|37|SC47|3|0891|2013
1|2013|143|13569084003|32|0|Hard|$385150|276|262|1|3|31.12.2012|06.01.2013|['6', '6', '6']|['6', '6', '6']|['7', '2', '3']|['4', '-1', '-1']|0|9|4|6|6|7|1|72|52|72|12|48|103|14|18|31|24|45|15|106|196|36|93|70|103|A487|3|0891|2013
1|2013|143|13569084003|32|0|Hard|$385150|262|276|0|3|31.12.2012|06.01.2013|['7', '2', '3']|['6', '6', '6']|['7', '2', '3']|['4', '-1', '-1']|0|5|1|7|2|6|6|48|36|48|20|72|93|15|21|45|13|31|14|90|196|33|103|57|93|A487|3|0891|2013
1|2013|81|13569084003|32|0|Hard|$385150|160|236|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|2|3|8|2|3|0|42|29|42|15|39|65|9|14|23|13|26|10|71|130|28|65|43|65|R613|3|0891|2013
1|2013|81|13569084003|32|0|Hard|$385150|236|160|0|3|31.12.2012|06.01.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|3|1|3|5|8|2|39|24|39|13|42|65|10|13|26|9|23|9|59|130|22|65|37|65|R613|3|0891|2013
1|2013|66|13569084004|32|0|Hard|$385150|263|129|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '1']|['-1', '-1']|0|4|4|9|0|0|0|20|16|20|15|38|39|8|16|19|15|18|8|62|95|30|56|32|39|BA47|4|0891|2013
1|2013|66|13569084004|32|0|Hard|$385150|129|263|0|4|31.12.2012|06.01.2013|['3', '1']|['6', '6']|['3', '1']|['-1', '-1']|0|2|0|0|5|9|1|38|23|38|4|20|56|8|3|18|3|19|8|33|95|7|39|26|56|BA47|4|0891|2013
1|2013|100|13569084004|32|0|Hard|$385150|226|233|1|4|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['6', '3']|['4', '-1']|0|1|4|10|1|4|3|46|35|46|19|48|67|10|10|21|13|25|11|77|140|32|73|45|67|BD06|4|0891|2013
1|2013|100|13569084004|32|0|Hard|$385150|233|226|0|4|31.12.2012|06.01.2013|['6', '3']|['7', '6']|['6', '3']|['4', '-1']|0|2|3|4|6|10|1|48|29|48|11|46|73|11|12|25|11|21|10|63|140|22|67|41|73|BD06|4|0891|2013
1|2013|107|13569084004|32|0|Hard|$385150|161|264|1|4|31.12.2012|06.01.2013|['4', '6', '6']|['4', '6', '6']|['6', '2', '3']|['-1', '-1', '-1']|0|15|3|5|2|3|1|45|37|45|15|55|79|13|21|34|17|29|14|90|163|32|84|58|79|C977|4|0891|2013
1|2013|107|13569084004|32|0|Hard|$385150|264|161|0|4|31.12.2012|06.01.2013|['6', '2', '3']|['4', '6', '6']|['6', '2', '3']|['-1', '-1', '-1']|0|4|1|3|2|5|5|55|40|55|8|45|84|14|12|29|13|34|13|73|163|21|79|52|84|C977|4|0891|2013
1|2013|40|13569084004|32|0|Hard|$385150|210|198|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['1', '0']|['-1', '-1']|0|9|5|7|2|2|4|29|23|29|13|22|48|6|10|19|9|12|7|55|82|22|34|33|48|PD31|4|0891|2013
1|2013|40|13569084004|32|0|Hard|$385150|198|210|0|4|31.12.2012|06.01.2013|['1', '0']|['6', '6']|['1', '0']|['-1', '-1']|0|0|0|2|2|7|2|22|9|22|6|29|34|7|3|12|9|19|6|27|82|15|48|12|34|PD31|4|0891|2013
1|2013|80|13569084004|32|0|Hard|$385150|206|13|1|4|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['5', '3']|['-1', '-1']|0|4|3|5|0|1|1|34|29|34|14|41|53|10|12|19|13|21|11|68|115|27|62|41|53|BH09|4|0891|2013
1|2013|80|13569084004|32|0|Hard|$385150|13|206|0|4|31.12.2012|06.01.2013|['5', '3']|['7', '6']|['5', '3']|['-1', '-1']|0|5|1|1|2|5|2|41|27|41|5|34|62|11|8|21|7|19|10|47|115|12|53|35|62|BH09|4|0891|2013
1|2013|81|13569084004|32|0|Hard|$385150|186|102|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '3']|['-1', '-1']|0|7|2|9|0|0|0|36|29|36|13|49|52|9|12|16|19|30|10|73|131|32|79|41|52|W367|4|0891|2013
1|2013|81|13569084004|32|0|Hard|$385150|102|186|0|4|31.12.2012|06.01.2013|['4', '3']|['6', '6']|['4', '3']|['-1', '-1']|0|3|0|0|7|9|0|49|36|49|7|36|79|10|11|30|4|16|9|58|131|11|52|47|79|W367|4|0891|2013
1|2013|150|13569084004|32|0|Hard|$385150|176|276|1|4|31.12.2012|06.01.2013|['7', '3', '6']|['7', '3', '6']|['6', '6', '4']|['2', '-1', '-1']|0|11|3|17|4|8|1|54|44|54|24|70|92|15|19|38|23|50|16|110|212|47|120|63|92|SC47|4|0891|2013
1|2013|150|13569084004|32|0|Hard|$385150|276|176|0|4|31.12.2012|06.01.2013|['6', '6', '4']|['7', '3', '6']|['6', '6', '4']|['2', '-1', '-1']|0|9|4|8|14|17|0|70|46|70|10|54|120|16|27|50|19|38|15|102|212|29|92|73|120|SC47|4|0891|2013
1|2013|68|13569084004|32|0|Hard|$385150|182|160|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|2|4|5|0|0|1|27|22|27|14|37|42|9|12|15|14|22|8|62|101|28|59|34|42|T742|4|0891|2013
1|2013|68|13569084004|32|0|Hard|$385150|160|182|0|4|31.12.2012|06.01.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|2|0|0|1|5|0|37|23|37|5|27|59|8|8|22|3|15|9|39|101|8|42|31|59|T742|4|0891|2013
1|2013|138|13569084005|32|0|Hard|$385150|226|263|1|5|31.12.2012|06.01.2013|['7', '2', '6']|['7', '2', '6']|['5', '6', '3']|['-1', '-1', '-1']|0|2|4|15|5|9|2|69|44|69|13|53|96|14|12|27|26|41|15|95|190|39|94|56|96|BD06|5|0891|2013
1|2013|138|13569084005|32|0|Hard|$385150|263|226|0|5|31.12.2012|06.01.2013|['5', '6', '3']|['7', '2', '6']|['5', '6', '3']|['-1', '-1', '-1']|0|11|4|9|11|15|3|53|40|53|25|69|94|15|15|41|15|27|14|95|190|40|96|55|94|BD06|5|0891|2013
1|2013|114|13569084005|32|0|Hard|$385150|210|161|1|5|31.12.2012|06.01.2013|['6', '1', '7']|['6', '1', '7']|['4', '6', '5']|['-1', '-1', '-1']|0|9|4|9|2|6|7|45|34|45|17|47|91|15|20|46|14|36|14|85|174|31|83|54|91|PD31|5|0891|2013
